datetime_utc,candle_close_utc,current_price,candle_low,entry_price,current_return_pct,intraday_low_ret_pct,target_return_pct,sl_pct,sl_price,tp_price,days_held,horizon_days,exit_triggered
2026-07-24 08:51:30,2026-07-24 08:50:00,65402.0,65401.0,65069.0,0.5118,0.5102,2.0652,-1.0326,64397.1,66412.8,0.365,7,none
2026-07-24 08:56:12,2026-07-24 08:55:00,65306.0,65305.0,65069.0,0.3642,0.3627,2.0652,-1.0326,64397.1,66412.8,0.368,7,none
2026-07-24 09:01:28,2026-07-24 09:00:00,65286.0,65283.0,65069.0,0.3335,0.3289,2.0652,-1.0326,64397.1,66412.8,0.372,7,none
2026-07-24 09:06:22,2026-07-24 09:05:00,65101.0,65089.0,65069.0,0.0492,0.0307,2.0652,-1.0326,64397.1,66412.8,0.375,7,none
2026-07-24 09:11:13,2026-07-24 09:10:00,65086.0,65061.0,65069.0,0.0261,-0.0123,2.0652,-1.0326,64397.1,66412.8,0.379,7,none
2026-07-24 09:16:15,2026-07-24 09:15:00,64976.0,64972.0,65069.0,-0.1429,-0.1491,2.0652,-1.0326,64397.1,66412.8,0.382,7,none
2026-07-24 09:21:13,2026-07-24 09:20:00,64976.0,64975.0,65069.0,-0.1429,-0.1445,2.0652,-1.0326,64397.1,66412.8,0.385,7,none
2026-07-24 09:26:10,2026-07-24 09:25:00,64994.0,64950.0,65069.0,-0.1153,-0.1829,2.0652,-1.0326,64397.1,66412.8,0.389,7,none
2026-07-24 09:31:20,2026-07-24 09:30:00,64966.0,64947.0,65069.0,-0.1583,-0.1875,2.0652,-1.0326,64397.1,66412.8,0.393,7,none
2026-07-24 09:36:20,2026-07-24 09:35:00,64961.0,64959.0,65069.0,-0.166,-0.1691,2.0652,-1.0326,64397.1,66412.8,0.396,7,none
2026-07-24 09:41:04,2026-07-24 09:40:00,65060.0,65025.0,65069.0,-0.0138,-0.0676,2.0652,-1.0326,64397.1,66412.8,0.399,7,none
2026-07-24 09:46:18,2026-07-24 09:45:00,65058.0,65057.0,65069.0,-0.0169,-0.0184,2.0652,-1.0326,64397.1,66412.8,0.403,7,none
